FipsSVI,Index,ValueCDC,Delta,MedianHouseholdIncome,ScoreCES,Score_SVI,ScaledIndex,ScaledCDC,ScaledCES,ScaledSVI
6001440332,9.054364052,6.5,2.554364052,209816,14.37605153,3.9101,3.921354631,2.777777778,2.1473604,2.065146895
6001440333,9.112809416,7.9,1.212809416,135150,28.49793002,4.9251,3.947767925,3.376068376,4.497587532,3.047674362
6001440334,10.68246727,9.3,1.382467274,131690,22.27534178,6.6935,4.657145582,3.974358974,3.461996148,4.759498572
6001440335,10.42815052,6.1,4.328150519,165625,23.31397038,5.133,4.542211858,2.606837607,3.634849435,3.248923092
6001440336,11.21277663,9.6,1.612776629,82444,23.48579726,7.6009,4.896809026,4.102564103,3.663445644,5.637868448
6001441100,9.605796337,10.2,0.594203663,128519,16.44367688,6.6766,4.17056419,4.358974359,2.491463998,4.743139248
6001441200,11.16349094,8.2,2.963490939,120977,16.87729977,5.3819,4.874535275,3.504273504,2.563629488,3.489860123
6001441301,8.654036354,6.5,2.154036354,176727,18.30348128,4.5746,3.740433978,2.777777778,2.800981091,2.708387784
6001441302,11.31627952,8.8,2.516279516,131716,14.01154498,6.1515,4.943585229,3.760683761,2.086697565,4.234838585
6001441401,12.2968967,8.4,3.896896699,114006,15.41716399,6.3873,5.386756915,3.58974359,2.320627062,4.46309472
6001441402,9.706300532,7.7,2.006300532,131136,15.66161876,5.3777,4.21598519,3.290598291,2.361310335,3.485794492
6001441501,10.2255953,7.3,2.925595304,176494,12.15579823,4.4004,4.450670798,3.11965812,1.777855766,2.539760902
6001441503,9.309971771,4.9,4.409971771,178961,21.43580803,5.5389,4.036871783,2.094017094,3.322277128,3.641837278
6001441521,10.56625489,7.5,3.06625489,149645,12.93216599,5.6758,4.604625558,3.205128205,1.907062414,3.774357485
6001441522,11.81587731,8.9,2.915877308,115897,12.46550107,6.6956,5.169369153,3.803418803,1.829397919,4.761531388
6001441523,9.64021346,5.9,3.74021346,146708,14.44529928,4.4853,4.186118368,2.521367521,2.158884925,2.621944727
6001441524,9.511841451,5.1,4.411841451,162322,20.47714943,4.5824,4.128103028,2.179487179,3.162732813,2.715938241
6001441601,10.65366823,9.6,1.053668226,109454,19.56152822,5.6336,4.644130389,4.102564103,3.010350974,3.733507575
6001441602,12.98958018,9.8,3.189580182,100952,24.6063961,6.9517,5.699802324,4.188034188,3.84994079,5.009438072
6001441700,12.64960119,9.5,3.149601192,92826,25.96556146,6.6982,5.546155147,4.05982906,4.076139261,4.764048207
6001441800,11.25696275,8.1,3.156962747,105370,17.60384598,5.4187,4.916778119,3.461538462,2.684544608,3.525482794
6001441921,9.353637402,7.2,2.153637402,123760,16.11877496,5.2546,4.056605652,3.076923077,2.437392346,3.366632786
6001441923,11.65281019,8.2,3.452810191,85035,20.33927993,8.54,5.095674005,3.504273504,3.139787944,6.546924157
6001441924,11.19554302,7.9,3.295543022,123571,16.6708727,4.8747,4.889020618,3.376068376,2.529274958,2.998886792
6001441925,9.309918331,4.8,4.509918331,140106,11.68977554,4.1335,4.036847631,2.051282051,1.700298155,2.281399739
6001441926,11.1344401,8.5,2.634440098,76293,24.93157411,6.4333,4.861406288,3.632478632,3.904058391,4.507623058
6001441927,9.574637374,5.7,3.874637374,96875,18.69857962,5.6285,4.156482476,2.435897436,2.86673515,3.728570737
6001442000,8.652452777,7,1.652452777,209358,6.467681539,3.8443,3.73971831,2.991452991,0.831213563,2.001452011
6001442100,9.714446814,6.8,2.914446814,202261,9.429980672,5.0111,4.219666751,2.905982906,1.324212833,3.130922995
6001442200,10.23769346,7.3,2.937693457,191042,11.64783858,4.1533,4.456138333,3.11965812,1.693318815,2.300566284
6001442301,10.94674509,9.2,1.746745089,94061,15.47676604,6.8532,4.776581022,3.931623932,2.330546307,4.914089347
6001442302,11.2425744,8.4,2.842574395,80391,22.1711446,7.1678,4.910275572,3.58974359,3.44465518,5.218624462
6001442400,11.83887853,9.6,2.238878528,119033,20.65103782,5.342,5.179764127,4.102564103,3.191672107,3.451236629
6001442500,11.90156098,9.3,2.601560977,91422,29.97553936,7.0487,5.208092293,3.974358974,4.743497988,5.103334785
6001442601,8.884000359,7.9,0.984000359,126485,15.47476131,4.5684,3.84436193,3.376068376,2.330212671,2.702386138
6001442602,11.82396079,11.3,0.523960793,87569,20.16963006,6.1729,5.173022334,4.829059829,3.111554043,4.255553942
6001442700,8.559767217,9,0.440232783,110913,23.53986642,4.1072,3.697830796,3.846153846,3.672444078,2.255941145
6001442800,8.703471786,10.2,1.496528214,94624,32.91841893,5.5924,3.762775402,4.358974359,5.233265367,3.693625672
6001442900,11.28816019,8.6,2.688160194,112823,23.37995567,5.647,4.930877225,3.675213675,3.645831006,3.746478873
6001443001,9.76311089,8.8,0.96311089,111058,22.87975296,5.3895,4.241659574,3.760683761,3.562584999,3.497216979
6001443002,11.54962608,9.3,2.249626081,92607,27.60842107,6.3663,5.049041867,3.974358974,4.349551415,4.442766565
6001443102,9.068083041,6.6,2.468083041,193291,12.84271377,4.021,3.927554673,2.820512821,1.892175369,2.172498911
6001443103,8.199432491,6.3,1.899432491,237759,12.28285942,4.5169,3.534984223,2.692307692,1.799001867,2.652533759
6001443104,10.27765546,6.8,3.477655463,173469,12.33210321,6.1306,4.474198418,2.905982906,1.807197243,4.214607231
6001443105,8.556446958,6.2,2.356446958,212593,12.40261894,3.1643,3.696330267,2.64957265,1.81893279,1.343207008
6001443200,8.019959366,6.8,1.219959366,225249,6.07653618,3.4443,3.453874684,2.905982906,0.766117376,1.614249068
6001443301,9.257921217,7.4,1.857921217,187943,17.76200502,3.5052,4.013348503,3.162393162,2.710866153,1.673200716
6001443321,9.472567499,6.3,3.172567499,105147,16.05750845,5.7166,4.110353896,2.692307692,2.427196096,3.813852185
6001443322,9.176079288,7.2,1.976079288,165803,10.94007864,4.415,3.976361567,3.076923077,1.575530192,2.55389381
6001450601,6.387678864,0,6.387678864,196452,9.529898471,2.7731,2.716195889,0,1.340841607,0.96452253
6001450602,11.57793327,7.9,3.677933275,176255,19.37217543,4.3616,5.061834776,3.376068376,2.978838023,2.502202217
6001450603,9.719420683,8.7,1.019420683,164593,19.37847534,4.609,4.221914598,3.717948718,2.979886482,2.741687237
6001450604,9.825064762,9,0.825064762,157341,5.235421737,4.3654,4.269658474,3.846153846,0.626135292,2.505880645
6001450605,8.857183453,8.5,0.357183453,145879,7.087410531,4.7561,3.832242529,3.632478632,0.934351675,2.884081119
6001450606,9.241390299,7.8,1.441390299,190281,9.296572472,3.3532,4.005877663,3.333333333,1.302010435,1.526063598
6001450607,10.78708792,9.4,1.387087922,91558,16.33905923,5.7687,4.704426937,4.017094017,2.474053055,3.864285369
6001450701,9.62446015,8.2,1.42446015,214439,9.745983444,3.7735,4.178998952,3.504273504,1.376803449,1.93291709
6001450741,9.74471452,10,0.25528548,112000,14.06657831,5.9234,4.233345677,4.273504274,2.095856463,4.014036107
6001450742,8.311914781,8.5,0.188085219,139143,16.78127203,4.4095,3.5858185,3.632478632,2.547648115,2.548569769
6001450743,10.90416101,6.3,4.604161012,111702,19.00867359,5.3994,4.757335941,2.692307692,2.918342396,3.506800252
6001450744,10.07000022,8,2.07000022,145814,8.892514957,4.7671,4.380352495,3.418803419,1.234765349,2.8947292
6001450745,9.596356364,6.8,2.796356364,171672,17.26504782,4.0668,4.16629797,2.905982906,2.62816028,2.216833648
6001450746,9.306430222,9.1,0.206430222,155718,14.35004864,4.9941,4.035271246,3.888888889,2.143032881,3.11446687
6001450752,7.442065699,6.9,0.542065699,211288,17.21225853,3.7406,3.192706396,2.948717949,2.619374847,1.901069648
6001451101,7.519580645,8.1,0.580419355,171370,21.24330653,4.4005,3.227737834,3.461538462,3.290240156,2.539857703
6001451102,8.844316249,8.6,0.244316249,207453,8.157042478,3.2737,3.826427436,3.675213675,1.11236468,1.449107013
6001451201,11.26437329,9.3,1.964373292,121959,12.1083241,5.0409,4.920127177,3.974358974,1.769954907,3.159769614
6001451202,8.826478905,9.2,0.373521095,126825,18.14906145,3.8368,3.81836618,3.931623932,2.775281841,1.994191956
6001451300,11.58252212,9.6,1.982522119,123235,17.13831448,4.5714,5.063908619,4.102564103,2.607068742,2.70529016
6001451401,11.06780616,10.2,0.86780616,99458,22.4884214,5.1217,4.83129232,4.358974359,3.497457826,3.237984609
6001451403,10.29899403,9.8,0.498994031,111389,8.696529795,5.8302,4.483841986,4.188034188,1.202148609,3.923817821
6001451404,14.89916307,13.1,1.799163071,81341,19.76910784,7.7247,6.562802772,5.598290598,3.044897316,5.757707759
6001451501,9.914036845,9.4,0.514036845,125676,26.19763142,5.9004,4.309867751,4.017094017,4.114761396,3.991771937
6001451503,11.51390605,10.6,0.913906053,103927,17.23541068,6.3996,5.032898865,4.52991453,2.623227932,4.47500121
6001451504,8.867757501,9.6,0.732242499,127394,19.38542585,4.0276,3.837021273,4.102564103,2.981043217,2.17888776
6001451505,8.247729318,8.6,0.352270682,161828,15.36853186,1.8199,3.556811075,3.675213675,2.312533483,0.041817918
6001451506,12.42250197,11.4,1.022501972,107742,23.32638035,6.4853,5.443521881,4.871794872,3.636914757,4.55795944
6001451601,8.938536147,8.9,0.038536147,152614,15.12145903,4.3802,3.869008365,3.803418803,2.271414501,2.520207154
6001451602,11.09788896,10.1,0.997888962,99742,15.98359668,6.6106,4.844887683,4.316239316,2.414895363,4.679250762
6001451701,9.740141796,9.8,0.059858204,116364,13.0773963,4.0157,4.23127912,4.188034188,1.931232302,2.167368472
6001451703,9.637414468,8.8,0.837414468,150630,10.60081222,3.9174,4.184853416,3.760683761,1.519067935,2.072213349
6001451704,9.906851218,9.7,0.206851218,118246,13.30351545,4.2538,4.30662034,4.145299145,1.968864077,2.397851024
6013302009,13.41777394,11,2.417773935,106209,21.17240344,6.0105,5.893316522,4.700854701,3.27844014,4.098349547
6013303201,12.55292125,9.6,2.952921254,117148,24.84346856,5.6162,5.502462448,4.102564103,3.889395466,3.716664247
6013305000,18.10184137,16.3,1.801841368,45987,46.53203138,9.9752,8.010193625,6.965811966,7.498904556,7.936208315
6013306002,11.62063998,13,1.379360017,72233,39.03922474,7.2193,5.081135278,5.555555556,6.251917658,5.26847684
6013306003,14.90419428,14.6,0.304194283,62058,29.86487819,9.1737,6.565076535,6.239316239,4.725081253,7.160350419
6013306004,14.03240324,14,0.032403241,65313,37.02248141,8.8655,6.171086798,5.982905983,5.916282076,6.862010551
6013307101,13.01147458,13.5,0.488525419,84519,11.03218568,7.5607,5.70969709,5.769230769,1.590859065,5.598954552
6013307102,18.53477224,19.2,0.665227758,55251,34.11699161,9.2361,8.205848676,8.205128205,5.432737274,7.220754078
6013307201,15.05351071,15.1,0.046489294,49512,33.85117669,10.2637,6.632557313,6.452991453,5.388499148,8.215478438
6013307202,18.8376459,17.4,1.437645904,45385,35.15754016,10.0899,8.342726791,7.435897436,5.605910087,8.047238759
6013307204,13.97161139,13.8,0.17161139,56904,23.11440337,6.917,6.143613052,5.897435897,3.601636586,4.975848216
6013307205,15.93096156,13,2.930961564,62071,30.80809122,9.2873,7.029104899,5.555555556,4.882055048,7.270316054
6013308001,14.88093851,14.5,0.380938507,75655,31.43158469,7.1375,6.554566519,6.196581197,4.985819661,5.189293839
6013308002,11.00511362,9.8,1.205113618,136328,20.80644024,4.9711,4.802959593,4.188034188,3.217534885,3.092202701
6013313103,11.1186213,9.3,1.818621304,98766,25.8149742,7.047,4.854257279,3.974358974,4.051077844,5.101689173
6013313204,13.00562746,14,0.994372535,83647,31.30131954,8.7369,5.707054595,5.982905983,4.964140345,6.737524805
6013315000,10.87685182,11.5,0.623148177,112949,38.73692499,5.4673,4.744994061,4.914529915,6.201607561,3.572527951
6013324002,7.772784107,0,7.772784107,77581,15.83211428,4.8375,3.342168426,0,2.389684974,2.962876918
6013327000,13.44179951,11.7,1.741799507,63180,37.36258604,7.8431,5.904174432,5,5.972883833,5.87231983
6013328000,13.88287044,13,0.882870438,36960,26.84888884,9.186,6.103508231,5.555555556,4.223146612,7.172256909
6013329000,12.8810249,12.5,0.381024903,83686,29.51962478,5.9107,5.650742786,5.341880342,4.667622613,4.001742413
6013330000,13.43791813,12.2,1.237918128,97689,18.86591068,6.753,5.902420315,5.213675214,2.894583145,4.81709501
6013331000,14.19508404,12.4,1.795084044,93933,19.40596244,8.0415,6.244607359,5.299145299,2.98446101,6.064372489
6013332000,13.94183015,11.3,2.641830152,96580,15.39766739,6.8947,6.130153976,4.829059829,2.31738235,4.954261652
6013333101,12.13703322,11.6,0.537033216,98729,11.59016194,5.979,5.314509589,4.957264957,1.683720007,4.067857316
6013333102,10.1256204,10.3,0.174379599,88694,12.27785754,4.9192,4.405489001,4.401709402,1.798169432,3.041963119
6013333200,11.37095203,10.5,0.870952031,102778,17.49146508,5.5937,4.968293455,4.487179487,2.665841667,3.694884081
6013334001,11.29283079,10.8,0.492830787,73454,11.61357249,6.9742,4.932988013,4.615384615,1.687616098,5.031218237
6013334004,13.36169303,10.8,2.561693028,85900,13.27902574,6.7551,5.867971799,4.615384615,1.964788389,4.819127825
6013334006,9.572210566,8.5,1.072210566,145181,7.774784555,2.8768,4.155385725,3.632478632,1.048747581,1.064904893
6013335000,11.61553151,11.1,0.515531512,89777,11.61759468,6.4289,5.0788266,4.743589744,1.688285489,4.503363826
6013336101,16.53053154,13.8,2.730531539,46680,28.46360935,9.8298,7.300069391,5.897435897,4.491875731,7.795460045
6013336102,19.45782786,15.1,4.357827857,47743,25.63555438,10.672,8.623006482,6.452991453,4.021217983,8.610715841
6013336201,15.23483457,12.8,2.434834571,79612,26.05193617,9.1974,6.714503259,5.47008547,4.090514132,7.183292193
6013336202,21.00006835,16.3,4.700068347,39544,23.38695936,10.0451,9.31999337,6.965811966,3.646996591,8.003872029
6013337100,10.02457317,10.6,0.575426828,123684,12.8728807,5.2477,4.359822586,4.52991453,1.897195887,3.359953536
6013337200,14.19471902,11.5,2.694719017,76363,17.49458509,8.4193,6.244442392,4.914529915,2.666360913,6.430085669
6013337300,9.218660277,8.3,0.918660277,157441,6.320632103,4.2625,3.995605252,3.547008547,0.806740928,2.406272688
6013338101,15.7576153,13.9,1.857615303,66968,16.98001459,9.1909,6.950764282,5.94017094,2.580723756,7.177000145
6013338102,9.872009642,9.7,0.172009642,121935,10.95614983,4.7634,4.290874338,4.145299145,1.578204833,2.891147573
6013338201,8.787467934,9.3,0.512532066,131024,9.851742056,5.0897,3.800735897,3.974358974,1.394404278,3.207008373
6013345101,10.73161969,8.5,2.231619691,149770,8.588003688,5.3418,4.679359102,3.632478632,1.184087201,3.451043028
6013345102,10.68206577,9.2,1.482065768,173092,8.391718289,4.3016,4.656964129,3.931623932,1.151420494,2.444121775
6013345103,9.455838009,9.2,0.255838009,139011,4.49192944,5.0911,4.102793314,3.931623932,0.502399929,3.208363584
6013345105,8.348885123,8.3,0.048885123,152350,7.50573158,5.6582,3.602526558,3.547008547,1.003970563,3.757320556
6013345108,9.79223089,7.1,2.69223089,164202,6.797635246,2.8913,4.254819816,3.034188034,0.886125957,1.078941
6013345111,9.406890068,6.7,2.706890068,139800,12.4779054,4.3604,4.080672203,2.863247863,1.831462305,2.501040608
6013345112,9.666918424,6.9,2.766918424,132749,3.353698891,3.7411,4.198187179,2.948717949,0.312970433,1.901553652
6013345113,7.215907641,7.7,0.484092359,204087,1.762002089,1.7767,3.090498471,3.290598291,0.048073025,0
6013345115,8.819470481,7.5,1.319470481,208943,6.177989246,3.565,3.815198853,3.205128205,0.783001656,1.731087556
6013345116,8.559444934,8,0.559444934,170222,6.153523859,3.4498,3.697685146,3.418803419,0.778930015,1.619573109
6013345202,10.07326749,6.9,3.173267487,141892,11.79655025,3.8057,4.381829076,2.948717949,1.718068087,1.964086927
6013345203,6.736818632,0,6.736818632,147340,4.232521143,5.0603,2.87398311,0,0.459228022,3.178548957
6013355107,10.20996764,10.6,0.390032356,110425,24.28221523,6.1456,4.443608168,4.52991453,3.795989138,4.229127341
6013355108,15.29362101,9.8,5.493621014,119368,16.51630734,6.6369,6.741070698,4.188034188,2.50355149,4.704709356
6013355109,12.52935026,12.6,0.070649745,118364,15.16418228,7.0396,5.491809974,5.384615385,2.278524698,5.094525918
6013355110,11.92334263,10,1.923342629,102397,11.08423983,6.0088,5.217936106,4.273504274,1.599522153,4.096703935
6013355111,12.95895328,9.6,3.358953279,124728,11.41529965,5.8908,5.685961065,4.102564103,1.654618632,3.982479067
6013355114,9.527266049,6.4,3.127266049,195641,2.628481456,4.3941,4.135073887,2.735042735,0.192276455,2.533662456
6013355115,10.66714948,7.7,2.96714948,116615,7.298444298,5.2246,4.65022299,3.290598291,0.969472873,3.337592566
6013355116,10.01950293,5.3,4.719502935,237350,3.055620897,3.6563,4.357531187,2.264957265,0.26336294,1.819466628
6013355117,11.03784967,5.1,5.937849673,205074,3.72470135,2.5495,4.817754044,2.179487179,0.374714347,0.748076085
6013355200,9.694471576,6.4,3.294471576,95964,36.61167221,5.4124,4.210639314,2.735042735,5.847913345,3.519384347
6013355301,10.86718197,9.2,1.667181972,152190,8.588540542,4.2084,4.740623952,3.931623932,1.184176547,2.35390349
6013355304,7.991550452,9.4,1.408449548,134514,6.044074709,4.0354,3.441035804,4.017094017,0.760714991,2.186438217
6013355306,7.341225119,8.4,1.058774881,150445,3.155967002,3.7654,3.147133373,3.58974359,0.280062994,1.925076231
6013356002,7.656869521,8.9,1.243130479,137753,11.51448894,4.3215,3.289782986,3.803418803,1.671126164,2.463385122
6013360101,10.57536222,11.1,0.524637781,109510,24.23644902,6.6301,4.608741446,4.743589744,3.788372518,4.698126906
6013360102,8.943085131,9.4,0.456914869,154130,7.863176189,4.7124,3.871064193,4.017094017,1.063458118,2.841779198
6013360200,11.79570992,12.1,0.304290083,83394,12.74141861,8.4262,5.160254876,5.170940171,1.875317368,6.436764919
6013361000,10.22568524,12,1.774314757,89220,12.32056643,6.4374,4.450711444,5.128205128,1.805277238,4.511591888
6013362000,8.240327185,0,8.240327185,87805,9.474432687,4.8491,3.553465819,0,1.33161074,2.974105803
6013363000,11.039617,10.5,0.539617001,75859,18.65439048,6.1861,4.818552754,4.487179487,2.859380992,4.268331639
6013365002,17.92631755,15.9,2.026317548,48750,53.99893694,10.8306,7.930868901,6.794871795,8.74158088,8.764241808
6013365003,12.24664956,9.4,2.846649557,87062,29.89932875,6.6527,5.364048654,4.017094017,4.730814672,4.720003872
6013367100,13.67603791,13.3,0.376037912,61938,30.0364066,8.8984,6.01003412,5.683760684,4.75362779,6.893857993
6013367200,15.20912597,15.4,0.19087403,63836,33.68981696,8.9333,6.702884736,6.581196581,5.361644928,6.92764145
6013369002,12.32560903,0,12.32560903,76923,16.7521127,7.2922,5.399732919,0,2.542795288,5.339044577
6013370000,10.2702169,11.6,1.329783099,106881,19.66820313,5.4359,4.470836698,4.957264957,3.028104297,3.54213252
6013371000,14.75568303,13,1.755683028,67155,32.98854758,6.9695,6.497959637,5.555555556,5.244936494,5.026668603
6013372000,16.86396997,14.4,2.46396997,70859,26.6210548,7.7018,7.450760684,6.153846154,4.185229437,5.73554039
6013373000,19.49895936,17.1,2.39895936,45273,33.59563675,10.3888,8.6415951,7.307692308,5.34597103,8.336576158
6013374000,16.75999546,15.9,0.85999546,57315,27.58117079,9.082,7.403771339,6.794871795,4.345016299,7.071584144
6013375000,19.30753003,15.8,3.50753003,46438,46.25741971,10.001,8.555082177,6.752136752,7.453202435,7.961182905
6013376000,20.94195912,17.5,3.44195912,33636,48.85917527,10.8145,9.293731986,7.478632479,7.886198407,8.74865689
6013377000,21.60360528,16.9,4.703605275,48744,53.62946394,11.3862,9.592750652,7.222222222,8.680091505,9.302066696
6013378000,9.244073784,9.3,0.055926216,95625,33.32818034,4.1718,4.007090414,3.974358974,5.301459721,2.31847442
6013379000,19.36733599,16.1,3.267335992,45825,57.04432914,11.6376,8.582110368,6.88034188,9.248408875,9.545423745
6013380000,11.60075937,10.7,0.900759369,77679,46.47360407,6.2986,5.072150604,4.572649573,7.489180817,4.377232467
6013381000,19.24416477,16.3,2.944164772,74859,43.37789701,10.1574,8.526445428,6.965811966,6.973979195,8.112579256
6013382000,16.0468964,17.1,1.053103604,45172,50.23956965,9.865,7.081499488,7.307692308,8.115929908,7.829533904
6013383000,10.78903205,9.8,0.989032053,79288,26.90907954,5.595,4.705305551,4.188034188,4.233163823,3.696142491
6013384000,8.47515504,0,8.47515504,134539,8.75765594,4.2083,3.659591897,0,1.212321499,2.353806689
6013386000,10.95993237,10.5,0.459932367,59941,25.8981634,8.2865,4.782540767,4.487179487,4.064922568,6.301534292
6013392200,14.39582658,10.4,3.995826581,94722,39.97303776,9.0559,6.335329213,4.444444444,6.40732706,7.046319152
6055200201,11.91163721,11.5,0.411637208,64688,27.14253067,6.5604,5.212646058,4.914529915,4.27201582,4.630656793
6055200202,11.93859275,13.4,1.461407251,57073,32.13200782,7.4163,5.224828113,5.726495726,5.102387259,5.45917429
6055200203,12.75444416,12.3,0.454444164,62603,32.99091359,6.9374,5.593536977,5.256410256,5.245330256,4.995595567
6055200301,15.50079001,14.2,1.300790006,69147,38.02277107,9.804,6.834696869,6.068376068,6.082754823,7.770485456
6055200302,10.7050147,11.2,0.494985304,73396,20.11872673,6.4059,4.66733547,4.786324786,3.103082479,4.481099656
6055200400,9.846627334,11.1,1.253372666,112081,12.83959286,4.6489,4.279403277,4.743589744,1.891655974,2.78031073
6055200501,14.45214239,13.4,1.052142388,73739,22.79994972,8.3276,6.360780094,5.726495726,3.549303783,6.341319394
6055200503,13.1105989,12.8,0.310598903,53704,37.65891985,7.1901,5.754494483,5.47008547,6.022201051,5.240211026
6055200504,14.0389026,13.1,0.938902604,64174,13.06513629,8.216,6.174024064,5.598290598,1.929191935,6.233289773
6055200505,13.73221977,11.2,2.532219766,76285,16.76931948,7.1277,6.035424463,4.786324786,2.545658919,5.179807367
6055200601,14.00456669,12.4,1.604566694,101380,20.24721652,7.5156,6.158506589,5.299145299,3.124466333,5.55529742
6055200602,11.25399143,12.3,1.046008571,76587,15.2421156,6.7425,4.915435287,5.256410256,2.291494716,4.806930933
6055200703,9.09497469,9.9,0.80502531,130539,5.497331841,3.3545,3.939707853,4.230769231,0.669723561,1.527322008
6055200704,13.77973335,14.4,0.620266646,78646,18.0634482,9.4563,6.056897345,6.153846154,2.761033696,7.433909298
6055200705,12.4029433,14.8,2.3970567,85590,13.08459415,6.585,5.434682703,6.324786325,1.932430201,4.654469774
6055200706,10.66933946,10.7,0.030660539,118704,11.22560334,4.4175,4.651212712,4.572649573,1.623048511,2.556313828
6055200707,10.07784822,10.7,0.622151781,90026,13.46450403,6.9693,4.383899252,4.572649573,1.995656528,5.026475001
6055200802,10.30025142,10.5,0.199748585,86253,19.75413261,6.9609,4.484410238,4.487179487,3.04240507,5.018343739
6055200803,10.39704899,12.3,1.902951015,62209,14.90709121,6.3906,4.528156098,5.256410256,2.235738436,4.466289144
6055200804,17.88074384,13.9,3.980743841,62249,26.0399406,8.2825,7.910272712,5.94017094,4.088517773,6.297662262
6055201101,8.017278575,10.2,2.182721425,141312,5.932874887,2.4609,3.452663151,4.358974359,0.742208612,0.662310634
6055201102,6.737920897,0,6.737920897,106443,4.697963928,4.5876,2.874481257,0,0.536689123,2.720971879
6055201200,11.46416199,13.7,2.235838009,72924,18.08469631,7.0296,5.010417962,5.854700855,2.764569903,5.084845845
6075010100,12.94419381,9.1,3.844193814,71221,18.57025561,7.2066,5.6792908,3.888888889,2.845378886,5.256183147
6075010200,6.719105606,6.5,0.219105606,140385,11.75119678,3.6917,2.865978037,2.777777778,1.710520156,1.853734088
6075010300,10.87490192,9.2,1.674901918,112270,18.45930991,5.7745,4.744112838,3.931623932,2.826914799,3.869899811
6075010400,9.36732667,7.1,2.26732667,104861,10.93781685,4.7393,4.062792262,3.034188034,1.575153776,2.867818595
6075010500,7.991224168,8.5,0.508775832,137348,17.09576355,5.4213,3.440888346,3.632478632,2.599987223,3.527999613
6075010600,15.66627491,12,3.66627491,39880,22.17363671,8.2985,6.909484691,5.128205128,3.445069928,6.31315038
6075010700,19.83772221,16.3,3.537722212,26952,25.62755212,10.0611,8.794692666,6.965811966,4.019886211,8.019360147
6075010800,13.14915164,9,4.149151636,94986,20.01015057,6.4492,5.771917673,3.846153846,3.085012741,4.523014375
6075010900,8.004226268,6.2,1.804226268,131982,11.61791677,4.27,3.446764403,2.64957265,1.688339093,2.413532743
6075011000,9.319531508,7.1,2.219531508,78788,16.91676438,5.0585,4.041192128,3.034188034,2.570197368,3.176806544
6075011100,11.44116618,7.8,3.641166184,80926,20.15484023,6.4079,5.000025435,3.333333333,3.109092652,4.483035671
6075011200,9.35542121,9,0.35542121,98256,14.89852163,6.2917,4.057411811,3.846153846,2.234312247,4.370553216
6075011300,18.34754057,14.9,3.447540565,29724,24.20983563,9.1007,8.121232804,6.367521368,3.783943396,7.089685882
6075011700,12.0677803,11.4,0.667780299,37403,28.18069077,8.4458,5.283212022,4.871794872,4.444791136,6.455737864
6075011800,18.31807272,17.4,0.918072724,36200,19.19593627,10.5408,8.107915362,7.435897436,2.949507501,8.483713276
6075011901,7.702558987,7.8,0.097441013,92024,15.79160541,5.691,3.31043149,3.333333333,2.382943304,3.789071197
6075011902,10.47892186,8.7,1.778921857,61899,11.81432259,5.7908,4.565157019,3.717948718,1.72102584,3.885678331
6075012000,11.75133814,10.5,1.251338138,47815,22.21227237,8.3678,5.140201877,4.487179487,3.451499849,6.38023329
6075012100,10.50850094,7.8,2.708500941,54867,22.72537761,7.1087,4.578524736,3.333333333,3.536893153,5.161415227
6075012201,13.99800244,11,2.998002442,34877,23.7849011,7.4921,6.155539997,4.700854701,3.713223863,5.532549247
6075012202,14.64931305,12.4,2.24931305,32586,25.66595586,9.2164,6.449887705,5.299145299,4.026277536,7.201684333
6075012301,20.81581235,20.8,0.015812352,15897,40.10511495,10.28,9.236722302,8.888888889,6.429307945,8.231256958
6075012302,11.02436913,8.3,2.724369127,30933,26.27841465,6.0886,4.811661762,3.547008547,4.128205708,4.173950922
6075012401,18.38849407,15.7,2.688494069,24356,31.74793642,9.6284,8.139740978,6.709401709,5.038468353,7.600503364
6075012402,13.36524107,10.6,2.765241068,28158,28.81076049,8.1535,5.86957527,4.52991453,4.549650201,6.172789313
6075012501,19.38583366,21,1.614166338,17155,37.13813737,10.6064,8.590470046,8.974358974,5.935530066,8.547214559
6075012502,21.76846012,23.4,1.631539883,15574,41.99987592,11.5796,9.66725373,10,6.744642668,9.489279319
6075012601,5.787901437,5.5,0.287901437,120464,5.44256334,3.0222,2.445137643,2.35042735,0.660608738,1.205653163
6075012602,6.517843112,5.8,0.717843112,166527,5.333465263,3.1299,2.775021199,2.478632479,0.642452141,1.309907555
6075012700,6.810804648,6.4,0.410804648,152660,10.53062182,3.2285,2.907419712,2.735042735,1.50738653,1.405353081
6075012800,8.358092283,6.7,1.658092283,137567,5.353570563,4.2963,3.606687563,2.863247863,0.645798156,2.438991336
6075012901,5.698489281,5,0.698489281,127188,2.592839126,3.2097,2.404729483,2.136752137,0.186344697,1.387154542
6075012902,7.317354009,5.8,1.517354009,121250,7.971613573,4.512,3.136345269,2.478632479,1.08150476,2.647790523
6075013000,6.963357881,6,0.963357881,135556,7.333972556,3.481,2.976363307,2.564102564,0.975385647,1.649774938
6075013101,5.823248712,5.4,0.423248712,158413,10.06084151,3.676,2.461112186,2.307692308,1.429203559,1.838536373
6075013102,5.909900134,6.4,0.490099866,127917,10.09035993,4.2124,2.500272684,2.735042735,1.434116147,2.357775519
6075013200,5.820050501,6.4,0.579949499,193750,4.83065933,4.6256,2.459666814,2.735042735,0.558772895,2.757756159
6075013300,9.254138185,9,0.254138185,158824,9.963204444,5.9722,4.011638832,3.846153846,1.412954354,4.061274866
